pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
9223,2022-12-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8116,56-65,Cat
9223,2023-05-20,Playing,16.0,,,8116,56-65,Cat
9223,2023-09-26,Resting,57.0,,,8116,56-65,Cat
9227,2023-01-06,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1502,56-65,Hamster
9227,2023-10-29,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1502,56-65,Hamster
9230,2022-07-18,Resting,43.0,,,9136,46-55,Rabbit
9230,2022-10-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9136,46-55,Rabbit
9230,2022-12-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9136,46-55,Rabbit
9230,2022-12-30,Playing,,,,9136,46-55,Rabbit
9230,2023-03-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9136,46-55,Rabbit
9230,2023-07-12,Walking,,,,9136,46-55,Rabbit
9236,2022-04-27,Health,0.0,Injury,Physical therapy recommended for joint issues,6204,66+,Fish
9236,2023-01-26,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6204,66+,Fish
9236,2023-11-28,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6204,66+,Fish
9244,2023-02-04,Resting,48.0,,,9723,66+,Rabbit
9244,2023-02-15,Resting,73.0,,,9723,66+,Rabbit
9244,2023-04-29,Resting,26.0,,,9723,66+,Rabbit
9271,2022-04-16,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6469,56-65,Rabbit
9271,2023-07-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6469,56-65,Rabbit
9271,2023-10-27,Resting,80.0,,,6469,56-65,Rabbit
9271,2023-11-01,Resting,58.0,,,6469,56-65,Rabbit
9305,2022-05-19,Walking,,,,4495,18-25,Dog
9305,2022-08-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4495,18-25,Dog
9305,2022-08-17,Resting,32.0,,,4495,18-25,Dog
9305,2022-09-25,Playing,85.0,,,4495,18-25,Dog
9305,2022-11-04,Resting,,,,4495,18-25,Dog
9305,2023-12-03,Playing,73.0,,,4495,18-25,Dog
9319,2022-04-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4311,36-45,Hamster
9319,2023-09-09,Resting,82.0,,,4311,36-45,Hamster
9322,2022-12-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5633,26-35,Fish
9322,2023-02-10,Walking,75.0,,,5633,26-35,Fish
9322,2023-02-15,Playing,64.0,,,5633,26-35,Fish
9356,2022-05-17,Playing,12.0,,,6362,18-25,Hamster
9356,2022-06-22,Resting,14.0,,,6362,18-25,Hamster
9357,2022-04-27,Walking,54.0,,,4945,56-65,Rabbit
9357,2022-11-21,Resting,11.0,,,4945,56-65,Rabbit
9357,2023-04-25,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4945,56-65,Rabbit
9357,2023-11-20,Walking,46.0,,,4945,56-65,Rabbit
9357,2023-11-24,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4945,56-65,Rabbit
9367,2023-02-04,Playing,37.0,,,4990,56-65,Hamster
9367,2023-02-17,Playing,14.0,,,4990,56-65,Hamster
9367,2023-10-22,Resting,40.0,,,4990,56-65,Hamster
9379,2022-04-21,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,1903,46-55,Fish
9379,2022-06-28,Playing,,,,1903,46-55,Fish
9379,2022-07-01,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1903,46-55,Fish
9379,2023-02-15,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1903,46-55,Fish
9379,2023-04-26,Playing,,,,1903,46-55,Fish
9379,2023-10-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1903,46-55,Fish
9407,2022-06-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9215,26-35,Hamster
9407,2023-02-11,Resting,68.0,,,9215,26-35,Hamster
9407,2023-10-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9215,26-35,Hamster
9419,2022-10-03,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4101,36-45,Hamster
9419,2022-10-11,Playing,13.0,,,4101,36-45,Hamster
9419,2022-10-14,Walking,46.0,,,4101,36-45,Hamster
9445,2022-07-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3664,18-25,Dog
9445,2023-01-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3664,18-25,Dog
9445,2023-07-01,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,3664,18-25,Dog
9445,2023-07-04,Playing,20.0,,,3664,18-25,Dog
9445,2023-08-16,Playing,79.0,,,3664,18-25,Dog
9452,2022-05-24,Playing,5.0,,,4154,18-25,Rabbit
9452,2023-06-02,Playing,16.0,,,4154,18-25,Rabbit
9452,2023-09-20,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4154,18-25,Rabbit
9466,2022-05-09,Playing,17.0,,,5373,26-35,Rabbit
9466,2022-07-17,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",5373,26-35,Rabbit
9472,2022-04-25,Walking,59.0,,,4878,46-55,Cat
9472,2022-05-10,Playing,35.0,,,4878,46-55,Cat
9472,2022-09-05,Health,0.0,Injury,"Minor surgery performed, recovery monitored",4878,46-55,Cat
9472,2022-09-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4878,46-55,Cat
9472,2023-11-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4878,46-55,Cat
9481,2022-12-28,Playing,90.0,,,351,36-45,Fish
9485,2022-08-22,Playing,,,,459,66+,Hamster
9485,2022-09-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,459,66+,Hamster
9485,2023-02-09,Playing,63.0,,,459,66+,Hamster
9525,2022-08-14,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4975,18-25,Fish
9525,2022-08-23,Walking,46.0,,,4975,18-25,Fish
9539,2022-12-07,Playing,2.0,,,1495,56-65,Dog
9539,2023-02-03,Resting,41.0,,,1495,56-65,Dog
9539,2023-08-19,Resting,52.0,,,1495,56-65,Dog
9539,2023-09-06,Playing,49.0,,,1495,56-65,Dog
9539,2023-09-25,Health,0.0,Injury,Physical therapy recommended for joint issues,1495,56-65,Dog
9539,2023-10-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",1495,56-65,Dog
9539,2023-10-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",1495,56-65,Dog
9539,2023-10-22,Walking,78.0,,,1495,56-65,Dog
9555,2022-05-10,Resting,55.0,,,8413,26-35,Hamster
9558,2022-06-15,Health,0.0,Injury,Physical therapy recommended for joint issues,258,46-55,Rabbit
9558,2022-09-23,Playing,27.0,,,258,46-55,Rabbit
9558,2023-03-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",258,46-55,Rabbit
9561,2022-05-05,Resting,36.0,,,4850,66+,Fish
9561,2022-11-10,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4850,66+,Fish
9561,2023-10-29,Walking,1.0,,,4850,66+,Fish
9578,2023-01-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,2135,46-55,Fish
9578,2023-07-31,Playing,79.0,,,2135,46-55,Fish
9578,2023-08-30,Playing,29.0,,,2135,46-55,Fish
9578,2023-09-29,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",2135,46-55,Fish
9578,2023-10-26,Walking,47.0,,,2135,46-55,Fish
9581,2022-04-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",6128,66+,Rabbit
9581,2022-04-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,6128,66+,Rabbit
9581,2022-09-28,Resting,44.0,,,6128,66+,Rabbit
9581,2023-02-11,Walking,65.0,,,6128,66+,Rabbit
9581,2023-11-20,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",6128,66+,Rabbit
9618,2022-04-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",4482,18-25,Fish
9618,2022-08-22,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,4482,18-25,Fish
9618,2023-08-11,Resting,,,,4482,18-25,Fish
9632,2022-04-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4032,36-45,Rabbit
9632,2022-06-13,Walking,5.0,,,4032,36-45,Rabbit
9632,2022-09-17,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4032,36-45,Rabbit
9632,2022-10-23,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4032,36-45,Rabbit
9632,2023-02-03,Playing,46.0,,,4032,36-45,Rabbit
9659,2023-04-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5015,18-25,Dog
9659,2023-06-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",5015,18-25,Dog
9659,2023-07-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",5015,18-25,Dog
9659,2023-08-12,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,5015,18-25,Dog
9684,2022-07-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",560,18-25,Hamster
9684,2022-12-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",560,18-25,Hamster
9684,2023-01-11,Walking,38.0,,,560,18-25,Hamster
9684,2023-10-25,Playing,,,,560,18-25,Hamster
9689,2022-04-15,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",7147,46-55,Rabbit
9689,2022-09-04,Walking,85.0,,,7147,46-55,Rabbit
9689,2023-02-16,Playing,,,,7147,46-55,Rabbit
9692,2022-06-07,Resting,70.0,,,7009,46-55,Cat
9692,2022-10-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7009,46-55,Cat
9692,2023-04-08,Resting,81.0,,,7009,46-55,Cat
9692,2023-12-03,Walking,75.0,,,7009,46-55,Cat
9695,2023-02-06,Health,0.0,Injury,"Minor surgery performed, recovery monitored",6402,66+,Fish
9695,2023-05-14,Playing,31.0,,,6402,66+,Fish
9695,2023-06-28,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,6402,66+,Fish
9695,2023-09-05,Walking,25.0,,,6402,66+,Fish
9706,2022-04-08,Playing,1.0,,,629,46-55,Rabbit
9706,2023-02-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",629,46-55,Rabbit
9706,2023-09-27,Health,0.0,Injury,"Minor surgery performed, recovery monitored",629,46-55,Rabbit
9706,2023-10-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",629,46-55,Rabbit
9712,2022-09-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",3539,36-45,Cat
9712,2023-01-25,Resting,64.0,,,3539,36-45,Cat
9712,2023-10-25,Resting,24.0,,,3539,36-45,Cat
9712,2023-12-06,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",3539,36-45,Cat
9718,2022-09-22,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",901,26-35,Cat
9718,2022-11-17,Resting,59.0,,,901,26-35,Cat
9721,2022-05-11,Resting,55.0,,,4991,26-35,Rabbit
9721,2022-05-19,Resting,,,,4991,26-35,Rabbit
9721,2022-11-03,Resting,61.0,,,4991,26-35,Rabbit
9721,2022-12-24,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",4991,26-35,Rabbit
9721,2023-05-15,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,4991,26-35,Rabbit
9721,2023-07-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4991,26-35,Rabbit
9721,2023-12-15,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",4991,26-35,Rabbit
9769,2023-05-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,659,46-55,Hamster
9769,2023-06-25,Playing,85.0,,,659,46-55,Hamster
9813,2022-07-03,Health,0.0,Injury,Physical therapy recommended for joint issues,7472,66+,Hamster
9813,2023-01-01,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",7472,66+,Hamster
9813,2023-03-05,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7472,66+,Hamster
9856,2023-01-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9424,36-45,Dog
9874,2022-08-16,Playing,,,,2966,46-55,Fish
9874,2023-04-22,Resting,2.0,,,2966,46-55,Fish
9874,2023-08-27,Playing,40.0,,,2966,46-55,Fish
9900,2022-08-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",1102,36-45,Dog
9900,2022-10-30,Walking,82.0,,,1102,36-45,Dog
9900,2023-02-02,Health,0.0,Injury,"Minor surgery performed, recovery monitored",1102,36-45,Dog
9922,2022-04-21,Playing,,,,6556,46-55,Fish
9922,2022-06-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",6556,46-55,Fish
9930,2022-09-05,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",7016,18-25,Dog
9930,2022-09-13,Resting,46.0,,,7016,18-25,Dog
9930,2023-03-16,Resting,34.0,,,7016,18-25,Dog
9930,2023-03-31,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",7016,18-25,Dog
9930,2023-05-15,Walking,,,,7016,18-25,Dog
9930,2023-08-01,Resting,,,,7016,18-25,Dog
9946,2022-11-19,Walking,81.0,,,9659,26-35,Fish
9946,2022-12-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish
9946,2022-12-26,Resting,74.0,,,9659,26-35,Fish
9946,2023-01-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish
9946,2023-07-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish
9946,2023-10-09,Resting,,,,9659,26-35,Fish
9960,2022-04-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,858,18-25,Cat
9960,2022-07-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",858,18-25,Cat
9960,2023-07-25,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,858,18-25,Cat
9968,2022-08-19,Walking,,,,8847,56-65,Hamster
9968,2022-10-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8847,56-65,Hamster
9968,2023-04-30,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8847,56-65,Hamster
9968,2023-10-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8847,56-65,Hamster
9988,2022-11-07,Playing,73.0,,,5933,56-65,Rabbit
9988,2023-06-28,Playing,,,,5933,56-65,Rabbit
9988,2023-11-16,Resting,72.0,,,5933,56-65,Rabbit
