index,pet_id,date,activity_type,duration_minutes,issue,resolution,owner_id,owner_age_group,pet_type
1238,3228,2022-07-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8432,66+,Fish
1675,3228,2022-09-16,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8432,66+,Fish
1339,3228,2022-12-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8432,66+,Fish
1874,3228,2023-07-30,Health,0.0,Injury,Physical therapy recommended for joint issues,8432,66+,Fish
1671,215,2022-12-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8458,26-35,Dog
1096,215,2022-12-14,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8458,26-35,Dog
865,7144,2022-06-17,Playing,74.0,,,8470,56-65,Rabbit
1269,7144,2022-09-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8470,56-65,Rabbit
1756,5925,2022-04-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8475,56-65,Hamster
1091,5925,2022-06-26,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8475,56-65,Hamster
393,5925,2022-11-22,Playing,57.0,,,8475,56-65,Hamster
776,5925,2023-03-16,Playing,66.0,,,8475,56-65,Hamster
187,5925,2023-10-21,Resting,34.0,,,8475,56-65,Hamster
1811,5925,2023-10-30,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8475,56-65,Hamster
467,5925,2023-11-03,Walking,74.0,,,8475,56-65,Hamster
1494,7113,2022-06-03,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8490,36-45,Rabbit
1804,7113,2023-01-12,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8490,36-45,Rabbit
1666,7113,2023-02-02,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8490,36-45,Rabbit
1481,5747,2022-05-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8562,36-45,Dog
1750,5747,2023-03-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8562,36-45,Dog
1108,5747,2023-04-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8562,36-45,Dog
1825,5747,2023-05-07,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8562,36-45,Dog
855,5747,2023-07-10,Resting,50.0,,,8562,36-45,Dog
770,5747,2023-10-05,Walking,48.0,,,8562,36-45,Dog
33,5747,2023-12-27,Resting,9.0,,,8562,36-45,Dog
1815,7416,2023-01-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8590,18-25,Hamster
1272,7416,2023-08-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8590,18-25,Hamster
245,7416,2023-08-30,Walking,24.0,,,8590,18-25,Hamster
1468,2898,2022-04-12,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8599,46-55,Cat
1844,2898,2022-08-19,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8599,46-55,Cat
247,2898,2022-10-06,Walking,,,,8599,46-55,Cat
337,2898,2023-11-15,Walking,,,,8599,46-55,Cat
1002,2898,2023-12-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8599,46-55,Cat
1365,150,2022-09-26,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8605,26-35,Rabbit
1390,150,2023-10-04,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8605,26-35,Rabbit
1613,3846,2022-11-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8609,56-65,Fish
1861,3846,2023-02-05,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8609,56-65,Fish
481,3846,2023-06-01,Resting,59.0,,,8609,56-65,Fish
1268,3846,2023-07-06,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8609,56-65,Fish
692,3846,2023-07-12,Resting,31.0,,,8609,56-65,Fish
68,3846,2023-12-01,Resting,19.0,,,8609,56-65,Fish
31,2549,2022-04-08,Playing,9.0,,,8612,36-45,Dog
658,2549,2022-04-17,Walking,51.0,,,8612,36-45,Dog
750,2549,2022-07-21,Walking,76.0,,,8612,36-45,Dog
1015,2549,2022-09-28,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",8612,36-45,Dog
1222,2549,2022-10-30,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8612,36-45,Dog
1136,2549,2023-12-22,Health,0.0,Injury,Physical therapy recommended for joint issues,8612,36-45,Dog
1554,1901,2022-09-12,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8648,56-65,Cat
1433,4192,2023-01-04,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8706,56-65,Rabbit
1661,4192,2023-04-12,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,8706,56-65,Rabbit
727,3463,2022-08-15,Resting,19.0,,,8722,18-25,Hamster
454,3463,2023-07-09,Resting,13.0,,,8722,18-25,Hamster
503,2893,2023-06-08,Resting,22.0,,,8726,66+,Dog
441,2893,2023-07-26,Resting,47.0,,,8726,66+,Dog
110,2893,2023-10-15,Playing,30.0,,,8726,66+,Dog
1086,2893,2023-12-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8726,66+,Dog
627,1216,2022-08-08,Resting,,,,8775,26-35,Fish
816,1216,2023-09-24,Playing,,,,8775,26-35,Fish
1641,5445,2022-06-28,Health,0.0,Injury,"Minor surgery performed, recovery monitored",8793,56-65,Hamster
1633,5445,2022-10-14,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,8793,56-65,Hamster
266,5445,2023-01-18,Resting,46.0,,,8793,56-65,Hamster
448,5445,2023-08-20,Resting,22.0,,,8793,56-65,Hamster
664,1949,2022-08-08,Walking,28.0,,,8827,46-55,Rabbit
950,1949,2023-01-04,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8827,46-55,Rabbit
683,1949,2023-02-07,Playing,79.0,,,8827,46-55,Rabbit
1855,1949,2023-02-14,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8827,46-55,Rabbit
852,1949,2023-07-11,Walking,82.0,,,8827,46-55,Rabbit
601,9968,2022-08-19,Walking,,,,8847,56-65,Hamster
1807,9968,2022-10-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8847,56-65,Hamster
1085,9968,2023-04-30,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8847,56-65,Hamster
1314,9968,2023-10-11,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8847,56-65,Hamster
599,5395,2023-05-13,Resting,5.0,,,8924,26-35,Fish
1402,5395,2023-09-30,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8924,26-35,Fish
111,3530,2022-04-18,Walking,5.0,,,8942,36-45,Hamster
1744,3530,2023-01-02,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",8942,36-45,Hamster
1079,3530,2023-03-01,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",8942,36-45,Hamster
675,3530,2023-06-24,Walking,,,,8942,36-45,Hamster
93,3530,2023-08-27,Playing,49.0,,,8942,36-45,Hamster
334,3530,2023-10-27,Resting,57.0,,,8942,36-45,Hamster
1560,3530,2023-11-28,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",8942,36-45,Hamster
345,7642,2022-12-28,Playing,,,,8967,26-35,Rabbit
84,7642,2023-05-10,Playing,81.0,,,8967,26-35,Rabbit
461,7642,2023-10-09,Resting,77.0,,,8967,26-35,Rabbit
511,5334,2022-06-11,Walking,14.0,,,9015,26-35,Cat
76,5334,2022-07-11,Walking,,,,9015,26-35,Cat
193,5334,2022-09-13,Playing,37.0,,,9015,26-35,Cat
304,5334,2023-02-14,Resting,45.0,,,9015,26-35,Cat
958,5334,2023-02-25,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9015,26-35,Cat
893,5334,2023-10-07,Walking,47.0,,,9015,26-35,Cat
1737,5334,2023-11-19,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9015,26-35,Cat
791,4480,2022-05-02,Playing,22.0,,,9044,46-55,Hamster
1487,4480,2022-06-27,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9044,46-55,Hamster
688,4480,2022-08-23,Walking,42.0,,,9044,46-55,Hamster
551,4480,2022-08-31,Walking,,,,9044,46-55,Hamster
157,4480,2023-02-10,Resting,79.0,,,9044,46-55,Hamster
896,4480,2023-02-11,Playing,,,,9044,46-55,Hamster
72,4480,2023-03-13,Playing,1.0,,,9044,46-55,Hamster
809,4480,2023-03-29,Resting,,,,9044,46-55,Hamster
1228,3444,2023-01-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9116,66+,Rabbit
900,500,2022-10-02,Resting,45.0,,,9128,26-35,Cat
1065,500,2023-09-24,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9128,26-35,Cat
507,9230,2022-07-18,Resting,43.0,,,9136,46-55,Rabbit
1130,9230,2022-10-22,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9136,46-55,Rabbit
1670,9230,2022-12-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9136,46-55,Rabbit
860,9230,2022-12-30,Playing,,,,9136,46-55,Rabbit
1620,9230,2023-03-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9136,46-55,Rabbit
12,9230,2023-07-12,Walking,,,,9136,46-55,Rabbit
515,209,2022-09-11,Resting,20.0,,,9137,56-65,Fish
619,209,2023-11-01,Walking,69.0,,,9137,56-65,Fish
385,209,2023-11-15,Walking,61.0,,,9137,56-65,Fish
1101,5610,2022-07-20,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9186,36-45,Fish
121,5610,2022-09-04,Resting,,,,9186,36-45,Fish
1072,5610,2022-10-15,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9186,36-45,Fish
1427,5610,2022-10-21,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9186,36-45,Fish
1706,9407,2022-06-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9215,26-35,Hamster
77,9407,2023-02-11,Resting,68.0,,,9215,26-35,Hamster
1689,9407,2023-10-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9215,26-35,Hamster
476,6147,2023-03-14,Walking,,,,9222,26-35,Hamster
1305,6147,2023-06-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9222,26-35,Hamster
186,6897,2022-06-03,Walking,71.0,,,9232,36-45,Cat
1193,6897,2022-08-11,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9232,36-45,Cat
580,6897,2022-10-31,Resting,8.0,,,9232,36-45,Cat
605,6897,2023-08-02,Walking,49.0,,,9232,36-45,Cat
1607,6897,2023-10-02,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9232,36-45,Cat
1660,3988,2022-04-23,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9242,56-65,Cat
178,3988,2022-06-17,Walking,,,,9242,56-65,Cat
716,3988,2022-12-30,Walking,14.0,,,9242,56-65,Cat
253,3988,2023-08-23,Playing,36.0,,,9242,56-65,Cat
100,3988,2023-12-29,Playing,33.0,,,9242,56-65,Cat
635,2544,2022-09-23,Resting,19.0,,,9264,56-65,Rabbit
668,2544,2023-03-02,Walking,5.0,,,9264,56-65,Rabbit
1206,2544,2023-10-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9264,56-65,Rabbit
1716,2544,2023-11-13,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9264,56-65,Rabbit
427,2544,2023-12-10,Resting,,,,9264,56-65,Rabbit
1786,3467,2022-09-19,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9304,18-25,Fish
558,3467,2023-04-21,Walking,63.0,,,9304,18-25,Fish
105,3467,2023-10-17,Playing,74.0,,,9304,18-25,Fish
814,2794,2022-04-29,Walking,56.0,,,9306,66+,Dog
1547,2794,2022-05-10,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9306,66+,Dog
1234,2794,2022-06-22,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9306,66+,Dog
1595,2794,2022-09-01,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9306,66+,Dog
1543,2794,2022-09-12,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9306,66+,Dog
1286,2794,2023-01-11,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9306,66+,Dog
1429,2794,2023-04-11,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9306,66+,Dog
1770,4947,2022-10-20,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9337,56-65,Rabbit
319,4947,2022-12-07,Resting,,,,9337,56-65,Rabbit
966,4947,2023-04-03,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9337,56-65,Rabbit
979,4947,2023-05-14,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9337,56-65,Rabbit
1102,4947,2023-08-27,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9337,56-65,Rabbit
128,2060,2022-09-13,Resting,69.0,,,9346,46-55,Hamster
152,2060,2022-12-06,Walking,61.0,,,9346,46-55,Hamster
465,2060,2022-12-19,Playing,,,,9346,46-55,Hamster
526,2060,2023-12-11,Walking,23.0,,,9346,46-55,Hamster
497,864,2023-02-09,Resting,28.0,,,9359,18-25,Cat
1334,864,2023-11-14,Health,0.0,Injury,Physical therapy recommended for joint issues,9359,18-25,Cat
1255,8586,2022-08-25,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9364,66+,Hamster
292,8586,2023-01-19,Playing,34.0,,,9364,66+,Hamster
1498,8586,2023-01-21,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9364,66+,Hamster
1803,8586,2023-06-08,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9364,66+,Hamster
1150,8586,2023-09-27,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9364,66+,Hamster
315,8586,2023-11-17,Resting,50.0,,,9364,66+,Hamster
171,2747,2022-10-30,Walking,5.0,,,9401,26-35,Hamster
1817,2747,2023-11-07,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9401,26-35,Hamster
1830,9856,2023-01-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9424,36-45,Dog
1546,5414,2023-03-24,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9435,26-35,Dog
1106,5414,2023-06-05,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9435,26-35,Dog
1708,5457,2022-09-10,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9437,18-25,Fish
1650,5457,2022-11-23,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9437,18-25,Fish
198,5457,2023-05-12,Playing,10.0,,,9437,18-25,Fish
281,5457,2023-06-18,Resting,2.0,,,9437,18-25,Fish
391,5457,2023-11-27,Resting,61.0,,,9437,18-25,Fish
1340,2178,2022-05-28,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9442,36-45,Dog
26,2178,2023-05-23,Playing,40.0,,,9442,36-45,Dog
331,2178,2023-08-01,Resting,,,,9442,36-45,Dog
1676,2178,2023-08-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9442,36-45,Dog
1871,2178,2023-09-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9442,36-45,Dog
1274,2178,2023-12-15,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9442,36-45,Dog
1356,2178,2023-12-28,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9442,36-45,Dog
624,6209,2022-07-10,Playing,64.0,,,9466,56-65,Hamster
953,4734,2023-01-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9477,66+,Rabbit
411,4734,2023-08-19,Walking,66.0,,,9477,66+,Rabbit
955,4734,2023-11-03,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9477,66+,Rabbit
212,1345,2022-05-12,Walking,8.0,,,9512,18-25,Fish
135,1345,2022-11-13,Resting,6.0,,,9512,18-25,Fish
1581,1345,2023-06-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9512,18-25,Fish
1768,3750,2022-12-30,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9515,26-35,Dog
617,3750,2023-01-31,Playing,8.0,,,9515,26-35,Dog
1835,3750,2023-02-14,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9515,26-35,Dog
1583,3291,2022-05-07,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9548,56-65,Fish
890,3291,2022-08-03,Resting,52.0,,,9548,56-65,Fish
1263,3291,2023-04-06,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9548,56-65,Fish
643,3291,2023-04-17,Walking,29.0,,,9548,56-65,Fish
1700,4937,2022-08-07,Health,0.0,Injury,Physical therapy recommended for joint issues,9579,26-35,Hamster
140,4937,2022-08-24,Walking,51.0,,,9579,26-35,Hamster
480,4937,2022-10-06,Walking,,,,9579,26-35,Hamster
81,4937,2023-10-20,Playing,40.0,,,9579,26-35,Hamster
1812,6121,2022-05-31,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9603,66+,Fish
1175,6121,2022-11-23,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9603,66+,Fish
919,6121,2023-01-16,Resting,80.0,,,9603,66+,Fish
697,6121,2023-08-24,Walking,,,,9603,66+,Fish
1257,6121,2023-11-16,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9603,66+,Fish
1808,6121,2023-12-08,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9603,66+,Fish
1055,1334,2022-04-30,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9632,26-35,Dog
1567,1334,2023-12-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9632,26-35,Dog
1848,717,2022-09-07,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9637,46-55,Dog
665,717,2023-11-19,Playing,21.0,,,9637,46-55,Dog
419,2350,2023-08-26,Playing,12.0,,,9638,36-45,Rabbit
837,2350,2023-11-12,Resting,,,,9638,36-45,Rabbit
757,9946,2022-11-19,Walking,81.0,,,9659,26-35,Fish
1792,9946,2022-12-09,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish
807,9946,2022-12-26,Resting,74.0,,,9659,26-35,Fish
1040,9946,2023-01-13,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish
1111,9946,2023-07-12,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9659,26-35,Fish
614,9946,2023-10-09,Resting,,,,9659,26-35,Fish
1031,7975,2023-09-18,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9672,56-65,Hamster
629,7975,2023-12-13,Walking,58.0,,,9672,56-65,Hamster
1721,585,2022-05-27,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9685,26-35,Dog
788,585,2022-11-22,Resting,,,,9685,26-35,Dog
620,585,2023-03-01,Resting,,,,9685,26-35,Dog
64,585,2023-10-29,Walking,4.0,,,9685,26-35,Dog
226,4584,2022-04-17,Playing,,,,9686,36-45,Hamster
1573,4584,2023-07-04,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9686,36-45,Hamster
263,4584,2023-10-12,Playing,,,,9686,36-45,Hamster
370,4584,2023-12-03,Walking,73.0,,,9686,36-45,Hamster
246,2837,2022-04-10,Playing,41.0,,,9708,56-65,Fish
1736,2837,2022-10-03,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9708,56-65,Fish
1426,2837,2023-07-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9708,56-65,Fish
1852,2837,2023-08-05,Health,0.0,Annual Checkup,"Vaccination completed, next due in 1 year",9708,56-65,Fish
903,2837,2023-12-24,Playing,87.0,,,9708,56-65,Fish
389,9244,2023-02-04,Resting,48.0,,,9723,66+,Rabbit
300,9244,2023-02-15,Resting,73.0,,,9723,66+,Rabbit
420,9244,2023-04-29,Resting,26.0,,,9723,66+,Rabbit
1604,7298,2023-04-27,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9731,26-35,Cat
1144,7298,2023-10-26,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9731,26-35,Cat
416,1846,2022-08-10,Walking,31.0,,,9741,56-65,Rabbit
1403,1846,2022-08-31,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9741,56-65,Rabbit
596,1846,2022-09-16,Playing,43.0,,,9741,56-65,Rabbit
1745,1846,2022-10-16,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,9741,56-65,Rabbit
1549,1846,2023-02-05,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9741,56-65,Rabbit
1302,7080,2023-04-21,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9742,66+,Cat
1480,7080,2023-05-17,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9742,66+,Cat
62,4001,2023-04-12,Resting,32.0,,,9753,46-55,Hamster
1576,4001,2023-07-31,Health,0.0,Injury,"Minor surgery performed, recovery monitored",9753,46-55,Hamster
542,6620,2022-07-02,Walking,32.0,,,9788,46-55,Hamster
313,6620,2022-10-14,Walking,72.0,,,9788,46-55,Hamster
1129,6620,2023-07-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9788,46-55,Hamster
719,6620,2023-09-17,Walking,45.0,,,9788,46-55,Hamster
1387,3821,2023-04-26,Health,0.0,Ear Infection,Medication and follow-up in 2 weeks for infection,9842,26-35,Hamster
73,3821,2023-05-14,Resting,73.0,,,9842,26-35,Hamster
1863,3821,2023-10-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9842,26-35,Hamster
436,8877,2023-01-10,Resting,2.0,,,9853,36-45,Cat
1636,8877,2023-02-13,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9853,36-45,Cat
451,4346,2022-06-29,Playing,53.0,,,9867,46-55,Fish
952,4346,2023-03-25,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9867,46-55,Fish
505,4346,2023-05-12,Resting,38.0,,,9867,46-55,Fish
314,217,2022-12-09,Walking,,,,9887,26-35,Dog
1711,217,2022-12-10,Health,0.0,Injury,"Sprain identified, rest and limited movement advised",9887,26-35,Dog
1153,217,2023-05-20,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9887,26-35,Dog
421,217,2023-06-01,Resting,,,,9887,26-35,Dog
986,217,2023-06-12,Health,0.0,Annual Checkup,"All clear, healthy diet recommended",9887,26-35,Dog
17,7267,2022-05-23,Resting,71.0,,,9890,56-65,Hamster
589,7267,2022-07-28,Resting,81.0,,,9890,56-65,Hamster
156,5406,2022-08-07,Resting,10.0,,,9906,66+,Fish
715,5406,2022-10-12,Playing,79.0,,,9906,66+,Fish
1338,5406,2022-11-02,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9906,66+,Fish
1718,5406,2022-12-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9906,66+,Fish
825,5406,2023-08-29,Walking,6.0,,,9906,66+,Fish
760,2191,2022-11-27,Resting,21.0,,,9915,36-45,Rabbit
1846,2191,2022-12-03,Health,0.0,Annual Checkup,Diet adjustment recommended for weight management,9915,36-45,Rabbit
640,2191,2023-06-05,Resting,78.0,,,9915,36-45,Rabbit
912,3330,2023-10-12,Resting,49.0,,,9937,36-45,Rabbit
535,3330,2023-12-09,Playing,79.0,,,9937,36-45,Rabbit
753,3001,2023-03-25,Walking,85.0,,,9951,26-35,Cat
27,3001,2023-06-27,Playing,71.0,,,9951,26-35,Cat
298,3001,2023-09-21,Playing,73.0,,,9951,26-35,Cat
82,3001,2023-12-26,Walking,79.0,,,9951,26-35,Cat
90,306,2022-12-03,Playing,57.0,,,9972,66+,Rabbit
1399,306,2023-10-29,Health,0.0,Dental Cleaning,"Cleaning done, no dental issues",9972,66+,Rabbit
